X,Y,Z
0.6679467369703361,0.8253181133300823,0.00945097966492176
0.6895257153277546,0.8025438385516463,0.003465967155992985
0.7921141671903008,0.8606885390019393,0.0043485030680894855
0.6897957538335183,0.8324642848046374,0.005986338816583157
0.6203371609773048,0.7981696527922548,0.008575502440333366
0.7002844712113814,0.8558721475981732,0.016136620536446572
0.6706510678557568,0.8246185317891742,0.003352123126387596
0.7125140316713149,0.8345850341556554,0.005533585570752621
0.697441124843192,0.8301042235931688,0.008787744358181953
0.6509334638138513,0.8269622904028763,0.007426134966313839
0.6562389770240286,0.8083601639182486,0.013131643265485764
0.641132086569736,0.8143684425685974,0.005262026943266392
0.6620823609152094,0.827279457546219,0.006314660057425499
0.7238609228128654,0.8653332632832405,0.004715730994939804
0.6621333833711869,0.8178607974536142,0.005734851785004139
0.6771914867518528,0.8170766687867843,0.005217554472386837
0.7033057923372367,0.8153185799820376,0.0062369036003947255
0.7001330656284309,0.8274411828893558,0.004763152837753296
0.6976292892281908,0.8012896428596354,0.006742805801331997
0.6531116896911784,0.8241411825808307,0.004572105556726456
0.6228778287148566,0.8114362649067431,0.005905817255377769
0.6592355635121385,0.8023654618825922,0.005550385050475597
0.6581431112749895,0.8098607707369961,0.0038837237060070037
0.6350279602925969,0.8050027649539447,0.011948653280735015
0.6458772217469168,0.8103557702451094,0.006639381535351276
0.6664392665581353,0.8267817869337429,0.009919007010757923
0.7080120036620845,0.86557033889456,0.007986586093902587
0.6607315948200797,0.8359109946532253,0.007652712263166905
0.7327198087216903,0.8814627113959836,0.0060320297777652744
0.7141616787248929,0.8436054653362812,0.010483214147388936
0.6605957309003253,0.8119447755639108,0.004360188849270343
0.6701489627665068,0.811072535525521,0.007336230240762234
0.6377260557245777,0.8026177716104284,0.00863881466537714
0.7195198812504016,0.853223590605921,0.008413420602679253
0.733147488278232,0.8320531700550456,0.009816802173852921
0.7582235551507042,0.8645624336240529,0.0038365752920508384
0.812978683792624,0.8371803177451832,0.00524860530346632
0.7021162738222879,0.8270137576979791,0.01351153403520584
0.6650463024847284,0.807216342243306,0.01137309966236353
0.6516454756105252,0.8266787889002851,0.006207345902919769
0.6583197333309585,0.8188844891525972,0.012210086181759835
0.6402421895457157,0.7947303324864624,0.009264927394688129
0.7704016206613585,0.8635587354617423,0.017136899650096894
0.6836585369047338,0.8381799497854437,0.006325815618038177
0.6801813536687783,0.8218109494206974,0.00915020088851452
0.7015004413892634,0.8510550132871945,0.01625093565136194
0.6749917669737766,0.8270339686507425,0.007590767189860344
0.7114722099918298,0.8591203688393277,0.007536528810858726
0.7015020521341823,0.8433177088457121,0.007505571685731411
0.6915665431875263,0.791012219354528,0.004515165776014328
0.7043988618824273,0.8423220177348396,0.0037339058741927148
0.7805843131201389,0.8906852841098084,0.011501504309475422
0.6578555501194601,0.8383611433152678,0.0051248883977532385
0.9090977329850082,0.874358327019047,0.006229004696011543
0.6921640060374237,0.8253503002934216,0.005236416697502137
0.695840524909424,0.8243351711803002,0.007488400422036648
0.7818438814468472,0.8656006867131706,0.00987247610092163
0.7241772910835537,0.8340758909595304,0.012848251171410084
0.7445955600371585,0.872227059551527,0.0057682013213634495
0.6794848342208638,0.8167779842233517,0.004156115375459194
0.6647121537834898,0.8058589981548855,0.005536886803805828
0.6387231165008249,0.7882287837003061,0.006229288414120674
0.7029687817017234,0.84231431883007,0.007078764446079731
0.6731824417224288,0.8084319215316773,0.005147942133247852
0.7121887951798096,0.8569052864042146,0.008456896908581257
0.700445741789103,0.8294308340379422,0.008440215975046158
0.6789465833696003,0.8180068820226315,0.006151829116046429
0.8659607231241928,0.9024249145396207,0.011674004681408405
0.6929940141153187,0.8256030382865404,0.0061064184978604314
0.6715130805158467,0.8155172862056679,0.008650991432368756
0.64191594250327,0.7917670400878447,0.004354425609111786
0.6517282922180578,0.8194489466126217,0.00818791351467371
0.668874303454868,0.8029614042453436,0.00676464718580246
0.6987973579817549,0.8200296249872122,0.007021982118487358
0.6405265193527182,0.8045823303379733,0.006494566179811955
0.6632902685495549,0.827715526333468,0.003526354506611824
0.6291569551608112,0.8048787174734208,0.006531837604939938
0.650622957881804,0.8047702266260842,0.009454469121992588
0.6835494086166434,0.8162925169436756,0.003798011548817158
0.685015537556338,0.8285746105893971,0.00772489421069622
0.6698085437760226,0.80813268347326,0.006750791989266872
0.6819438605916418,0.8302161805436988,0.006200390167534351
0.6951527425902966,0.8158433999189317,0.008630345165729523
0.652765710582476,0.8142295583103878,0.010809516437351703
0.623644571190112,0.789107184213439,0.003409913882613182
0.6718032889224475,0.8157722882802084,0.0066969990879297255
0.7031569845629437,0.8378144641432453,0.013459579430520535
0.6229375723762453,0.7947581277572733,0.00683945094794035
0.679613437524963,0.81133071332312,0.006992773346602916
0.7115260839585404,0.8968632841031718,0.004712075188755989
0.6092651837084007,0.7660056243063689,0.007410868659615517
0.7018822202223146,0.8532243758169084,0.005354875534772873
0.6655870964371177,0.8118369938996851,0.004706538654863835
0.6424108877285828,0.8101000154689761,0.005273268282413483
0.6939085273933563,0.8332420364579579,0.005652482189238072
0.6121688831565494,0.7791225642161482,0.008005281142890454
0.7192489129265487,0.8782878784906322,0.011124811634421349
0.6493815726640725,0.8078714010053413,0.00972074080258608
0.6899871015183388,0.8239143662410356,0.0038990974724292756
0.7151622357609828,0.8288444594475409,0.0092961715310812
0.7417659780639003,0.8402297220775413,0.008428067900240421
0.6521026545451757,0.8206470844950324,0.006620850645005703
0.688417043561516,0.8090959419047392,0.003335926480591297
0.6989500041304909,0.8472437527318772,0.004971305891871452
0.6395766262091916,0.8104475615669464,0.003004871755838394
0.7243466642618646,0.8586483557283402,0.0035612510368227958
0.6783056799015239,0.8311802117423998,0.0151595878303051
0.6342174675362229,0.8024448803911923,0.007294395767152309
0.7131934111430103,0.8667809566126351,0.013007081672549247
0.6441195437448517,0.804109216961489,0.008482450880110263
0.6639101023610415,0.8300987315042969,0.012590372622013093
0.7088179650915888,0.845409104549401,0.0057206243798136715
0.6847132978655703,0.8198724768952363,0.012475866004824638
0.673849617261156,0.829936088261931,0.01546615459024906
0.6361169174447737,0.7908447036575241,0.010838847726583481
0.7223650581977283,0.8295998783586243,0.016638805508613585
0.8259596051255811,0.8771987267278599,0.0071173574030399325
0.6846271930998743,0.8416954743346853,0.007183188036084175
0.6434270140563402,0.8045651230660826,0.007543468199670314
0.6977488968406085,0.867604621728615,0.006694593966007233
0.7235337850052824,0.875378686679347,0.017042428649961947
0.7133382580803287,0.8409243567290051,0.008969121284782887
0.6935308478084687,0.847148565630445,0.006719956681132316
0.9022129885620678,0.8909084174846321,0.004533546283841133
0.7279579990304366,0.8582203207658728,0.006241454996168613
0.6746865314932899,0.7996060501754205,0.009292930953204631
0.8536877910685243,0.8582819194533677,0.007458746820688248
0.6994707899546171,0.8638472650316144,0.012632752701640129
0.6714405217033389,0.8450568677880447,0.007314922533929348
0.7816956855604784,0.8884780963331593,0.0075729904472827915
0.6849083887888255,0.8252562315310868,0.006972309246659279
0.6228954360913358,0.8044384739742835,0.007527702905237675
0.6377806623446504,0.8012556266536225,0.007532716676592827
0.6756730992834978,0.8043794261653809,0.008535759396851063
0.6993514505026335,0.8346041151888784,0.0033862048238515853
0.6345792964412167,0.8165492636041716,0.006818088166415691
0.7246974968469893,0.851937634046651,0.009440376661717891
0.6307979073767439,0.8168101447353155,0.007160131648182869
0.6793223051402458,0.8290128088608582,0.014069234073162079
0.656875852950926,0.7943837148811602,0.00806457033753395
0.7226923106063474,0.8190589849484823,0.009710958667099475
0.7346162309669493,0.857079733821011,0.007055497653782368
0.7193631577030437,0.8349857011382785,0.008065195225179195
0.6799226284763877,0.8219578735611033,0.013499684348702431
0.6722652012494936,0.8208279948989714,0.005044110357761383
0.678245344492609,0.8395513512191343,0.005790760740637779
0.62833636473978,0.8307229618517245,0.012209126695990563
0.6958545485492675,0.8033063519209778,0.007960680410265923
0.7143988991962238,0.8253491133728403,0.00954140590876341
0.6710003454754492,0.8218432447086595,0.007119691409170628
0.6914319971355912,0.8417138582489736,0.005474292933940888
0.6531779803976835,0.8059204126669818,0.0036659181639552116
0.688065005333884,0.852995091610843,0.009052551358938217
0.6971511722549905,0.8497558459467914,0.008109401740133762
0.7533538302015279,0.8713901591305775,0.011661833696067334
0.7118144699607881,0.8490187580467847,0.0059824780896306036
0.6295413472266925,0.8067586846173579,0.004329286120831967
0.6506462735757623,0.7850799509972428,0.011440956749022006
0.70263739809981,0.815888332604628,0.011333248555660248
0.7013334978540956,0.8226445402717983,0.005533463820815087
0.658812923464694,0.8318435677294544,0.013526804082095624
0.7116902141591429,0.8258006484334462,0.00654808496683836
0.7292903562963452,0.846551870948351,0.007278097473084927
0.6772759020345168,0.8363897052632164,0.005786660388112068
0.655148511895953,0.8216995508076441,0.014851364597678185
0.6812266991680801,0.8207112276777602,0.007469641670584679
0.724622180743527,0.8577883761235114,0.009700440146028996
0.6888299384965466,0.8378304272816156,0.016667536668479442
0.6690794745734227,0.8415156239490231,0.005896285660564899
0.6695284403160849,0.8146433127677317,0.007878067411482333
0.6803265443421148,0.8138934929026016,0.015039984107017517
0.6628837425170032,0.8571459014205591,0.0047409704476594925
0.6684608176167337,0.8223660139362542,0.011453947864472866
0.6598157993016699,0.8185362253371313,0.014713208362460137
0.7156694574471646,0.8293538706589384,0.007946893595159054
0.6957275222146946,0.8139827322180508,0.0066566973701119424
0.756270795406208,0.8709460937897203,0.008121485061943531
0.7011827851942867,0.8472018461317166,0.008521670751273632
0.678169734137708,0.8118658306495924,0.006739123746752739
0.6680438318040183,0.8254065702351089,0.008739930473268032
0.6407767402542761,0.8244443301425823,0.009868773847818375
0.6487239417546531,0.8147141658960525,0.006218862220644951
0.669903444203941,0.8115136587476527,0.010076669298112392
0.6648732647851036,0.8172598964221517,0.007167233124375344
0.67666668226452,0.822475073647492,0.008411501474678517
0.6865152365442311,0.8400482339117578,0.006375398576259613
0.684336648467386,0.820446938106428,0.0046387498527765275
0.705882547502642,0.833129351764203,0.004988409392535686
0.750057535903312,0.855031883925903,0.00964189102500677
0.6654779811030126,0.8238160787802651,0.006599638991057873
0.7797084959691035,0.8381355196940866,0.010741188637912274
0.7269711840637393,0.8444227191509928,0.004734390743076801
0.7064007179543248,0.8377318629194851,0.005577263034880161
0.6768405142104894,0.8151409758947882,0.006941537097096443
0.70512562573228,0.8172205120260237,0.003859245106577873
0.7404752178512041,0.8838535645504932,0.007074067287147045
0.66692349034204,0.7992648844267298,0.00873915571719408
0.7086065381797912,0.8204294340326604,0.007961562499403954
0.6424660887206005,0.8140348690158572,0.008359857499599457
0.7123044439533532,0.8039582088572299,0.009770125329494476
0.6822759899264995,0.8510560427999474,0.010330952726304531
0.6639833941311716,0.8274864747511609,0.006097455225884915
0.6842344198700666,0.8211087522979471,0.004549894228577614
0.7612733020315964,0.8528275290197376,0.016344642765820025
0.6707798215191763,0.81162812948336,0.005042555041611194
0.6527105166012298,0.8104374127274793,0.004284962184727192
0.6905536549768613,0.8249875048417907,0.0070566263720393185
0.6597875878530256,0.8064231130695295,0.007297451935708523
0.8702312025230897,0.899321557653892,0.005117565073072911
0.6589635544509078,0.841557210700415,0.004906927913427353
0.6992394479902735,0.824194940251823,0.004424166232347489
0.6403358290642621,0.7888879839855022,0.0053587911054492
0.7736721016767545,0.8569009048362499,0.017858302630484105
0.7054511241575154,0.8350132173602856,0.006993549481034279
0.6626227384051654,0.8043181055245378,0.0060621857568621635
0.6876083009739917,0.8355873333383833,0.006148052893579006
0.6322415531159498,0.8128473282237821,0.00683570247143507
0.7196947599424058,0.8402866174699136,0.004500283271074295
0.6516894377368119,0.8163032471025456,0.008052503511309624
0.6509144851443796,0.8067737280694898,0.0077111305370926855
0.6753037002540964,0.8224609733771959,0.005563058331608773
0.6637114742372462,0.8434691553127854,0.01390483084321022
0.7041808238726934,0.8841467472842346,0.007819849379360675
0.6924245317748107,0.8307899560575861,0.006775908216834069
0.7077654318262067,0.8673980888780471,0.008727315790951252
0.717726233223294,0.8789097173778976,0.008373256132006646
0.6904677524630249,0.8202123526728701,0.007508642241358757
0.6963747408623988,0.83080963140323,0.014316183432936669
0.7141190615083997,0.851537915557722,0.009870270982384681
0.7495199986060136,0.8453006945216578,0.003966454580426216
0.6886801762898739,0.8246275597328142,0.004126734785735607
0.6877995292131973,0.8256324196251074,0.007277424804866314
0.679883085516146,0.8233309368244388,0.0060491422042250635
0.6942679723529394,0.8337596914060678,0.00596292932331562
0.6905868820598344,0.810430905520906,0.005080918811261654
0.6410507127772024,0.827962148090332,0.00946811220049858
0.6946712516756552,0.8241198284640612,0.006228424459695816
0.7411465776806062,0.8384716243481682,0.0049046057313680645
0.6885889901251598,0.8374361024858793,0.004684491194784641
0.7447393181395814,0.8392572019545527,0.005609349757432938
0.6618561761426,0.7903106615146808,0.00435024181753397
0.6675643109493256,0.8232220658353854,0.011498821057379247
0.7173548568114286,0.8399779556131852,0.0035217073708772658
0.7271945281679483,0.8330892265725691,0.009842692598700523
0.6826220631054064,0.8208866931771499,0.00546104371547699
0.7068306661693939,0.8359844204965042,0.007541854657232761
0.6681191974438538,0.804459102110032,0.0064477409198880195
0.7256134608866273,0.8577981923453102,0.007017712987959385
0.7100384708883175,0.8233463115006125,0.005609643757343292
0.663296346171858,0.7937860690595064,0.0059225233644247055
0.6972771832550035,0.8307014505955445,0.0054950639307498935
0.7027924467669653,0.8336718014680122,0.006047352023422718
0.6599487921772017,0.825496542887691,0.0034179915711283686
0.7139087891169797,0.8364006530693435,0.01040853177011013
0.6601825500129289,0.8152878210547847,0.00951505284756422
0.6805199540684854,0.8421637430906308,0.006535246208310128
0.7235933645596683,0.8482471896170987,0.013483244583010673
0.6992642507755958,0.8293157728494663,0.007613264769315719
0.6985179126290566,0.8238674596756769,0.005709253817796707
0.6823549093251606,0.8285754334224489,0.007935799442231654
0.8511683991497733,0.8755807907331539,0.004191544212400913
0.6762826188651875,0.8414608488133138,0.0031984657943248747
0.6997404690123269,0.8403438443041132,0.010782703675329686
0.6357421138418676,0.8047676247135335,0.0071130644306540486
0.7467202466138549,0.8775940674363081,0.007785450078547001
0.734606770446309,0.8458165270559719,0.008975633434951306
0.6629105987808632,0.8153847037663897,0.0071356938183307645
0.6635227435085073,0.8247034332371697,0.006296815171837807
0.8026500644481396,0.850725870921551,0.00695833345502615
0.7042160783886428,0.8299917178699584,0.0045846372991800305
0.6863926193350189,0.8519386975719067,0.013680178076028823
0.665871952364699,0.8088643285535768,0.013394736193120479
0.727825841905441,0.8560336523665666,0.011410532750189304
0.6634836092745572,0.8364580305378858,0.008319606728851795
0.7937446595630461,0.8823632699772083,0.009964382953941822
0.7398275766573793,0.8758609062165822,0.004665434986352921
